  #K-Path    Energy        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
# Band-Index:    5
    0.000  -56.5083     0.996     0.000
    0.029  -56.5084     0.992     0.000
    0.059  -56.5084     0.992     0.000
    0.088  -56.5079     0.992     0.000
    0.117  -56.5073     0.992     0.000
    0.146  -56.5064     0.992     0.000
    0.176  -56.5054     0.992     0.000
    0.205  -56.5043     0.992     0.000
    0.234  -56.5030     0.992     0.000
    0.263  -56.5015     0.992     0.000
    0.293  -56.4999     0.992     0.000
    0.322  -56.4981     0.992     0.000
    0.351  -56.4963     0.992     0.000
    0.380  -56.4943     0.992     0.000
    0.410  -56.4923     0.992     0.000
    0.439  -56.4901     0.992     0.000
    0.468  -56.4880     0.992     0.000
    0.497  -56.4857     0.992     0.000
    0.527  -56.4835     0.992     0.000
    0.556  -56.4812     0.996     0.000
    0.556  -56.4812     0.996     0.000
    0.585  -56.4813     0.996     0.000
    0.614  -56.4816     0.996     0.000
    0.644  -56.4820     0.996     0.000
    0.673  -56.4827     0.992     0.000
    0.702  -56.4836     0.996     0.000
    0.732  -56.4846     0.996     0.000
    0.761  -56.4858     0.996     0.000
    0.790  -56.4872     0.992     0.000
    0.819  -56.4887     0.996     0.000
    0.849  -56.4903     0.996     0.000
    0.878  -56.4921     0.996     0.000
    0.907  -56.4940     0.996     0.000
    0.936  -56.4960     0.996     0.000
    0.966  -56.4981     0.992     0.000
    0.995  -56.5003     0.996     0.000
    1.024  -56.5026     0.996     0.000
    1.053  -56.5048     0.992     0.000
    1.083  -56.5072     0.992     0.000
    1.112  -56.5090     0.994     0.000
    1.112  -56.5090     0.996     0.000
    1.153  -56.5090     0.996     0.000
    1.195  -56.5090     0.996     0.000
    1.236  -56.5089     0.996     0.000
    1.277  -56.5089     0.992     0.000
    1.319  -56.5089     0.992     0.000
    1.360  -56.5088     0.992     0.000
    1.402  -56.5088     0.996     0.000
    1.443  -56.5087     0.996     0.000
    1.484  -56.5087     0.996     0.000
    1.526  -56.5086     0.996     0.000
    1.567  -56.5086     0.992     0.000
    1.609  -56.5085     0.996     0.000
    1.650  -56.5085     0.992     0.000
    1.691  -56.5084     0.996     0.000
    1.733  -56.5084     0.996     0.000
    1.774  -56.5083     0.992     0.000
    1.815  -56.5083     0.996     0.000
    1.857  -56.5083     0.992     0.000
    1.898  -56.5083     0.996     0.000
    1.898  -56.5083     0.996     0.000
    1.919  -56.5083     0.996     0.000
    1.939  -56.5083     0.996     0.000
    1.959  -56.5083     0.996     0.000
    1.980  -56.5083     0.996     0.000
    2.000  -56.5083     0.996     0.000
    2.020  -56.5083     0.996     0.000
    2.041  -56.5083     0.996     0.000
    2.061  -56.5083     0.992     0.000
    2.081  -56.5084     0.996     0.000
    2.102  -56.5084     0.996     0.000
    2.122  -56.5084     0.992     0.000
    2.142  -56.5084     0.996     0.000
    2.163  -56.5084     0.996     0.000
    2.183  -56.5084     0.992     0.000
    2.203  -56.5084     0.996     0.000
    2.224  -56.5085     0.992     0.000
    2.244  -56.5085     0.996     0.000
    2.265  -56.5085     0.996     0.000
    2.285  -56.5085     0.994     0.000
    2.285  -56.5085     0.996     0.000
    2.314  -56.5084     0.996     0.000
    2.343  -56.5081     0.992     0.000
    2.373  -56.5077     0.996     0.000
    2.402  -56.5070     0.992     0.000
    2.431  -56.5062     0.996     0.000
    2.460  -56.5052     0.996     0.000
    2.490  -56.5040     0.996     0.000
    2.519  -56.5027     0.992     0.000
    2.548  -56.5013     0.996     0.000
    2.577  -56.4996     0.996     0.000
    2.607  -56.4979     0.996     0.000
    2.636  -56.4960     0.992     0.000
    2.665  -56.4941     0.996     0.000
    2.695  -56.4920     0.992     0.000
    2.724  -56.4899     0.996     0.000
    2.753  -56.4877     0.996     0.000
    2.782  -56.4855     0.996     0.000
    2.812  -56.4832     0.996     0.000
    2.841  -56.4809     0.994     0.000
    2.841  -56.4809     0.996     0.000
    2.870  -56.4810     0.994     0.000
    2.899  -56.4813     0.996     0.000
    2.929  -56.4818     0.994     0.000
    2.958  -56.4825     0.996     0.000
    2.987  -56.4833     0.996     0.000
    3.016  -56.4844     0.996     0.000
    3.046  -56.4856     0.994     0.000
    3.075  -56.4869     0.996     0.000
    3.104  -56.4884     0.996     0.000
    3.133  -56.4901     0.996     0.000
    3.163  -56.4919     0.994     0.000
    3.192  -56.4938     0.996     0.000
    3.221  -56.4958     0.996     0.000
    3.250  -56.4979     0.996     0.000
    3.280  -56.5001     0.996     0.000
    3.309  -56.5023     0.996     0.000
    3.338  -56.5046     0.994     0.000
    3.368  -56.5069     0.996     0.000
    3.397  -56.5092     0.996     0.000
    3.397  -56.5092     0.995     0.000
    3.438  -56.5092     0.996     0.000
    3.480  -56.5092     0.996     0.000
    3.521  -56.5092     0.994     0.000
    3.562  -56.5092     0.994     0.000
    3.604  -56.5091     0.996     0.000
    3.645  -56.5091     0.998     0.000
    3.686  -56.5090     0.994     0.000
    3.728  -56.5090     0.996     0.000
    3.769  -56.5089     0.996     0.000
    3.811  -56.5089     0.994     0.000
    3.852  -56.5088     0.996     0.000
    3.893  -56.5087     0.994     0.000
    3.935  -56.5087     0.996     0.000
    3.976  -56.5086     0.996     0.000
    4.018  -56.5086     0.994     0.000
    4.059  -56.5086     0.996     0.000
    4.100  -56.5085     0.994     0.000
    4.142  -56.5085     0.996     0.000
    4.183  -56.5085     0.994     0.000
    4.183  -56.4812     0.996     0.000
    4.203  -56.4812     0.996     0.000
    4.224  -56.4812     0.992     0.000
    4.244  -56.4812     0.996     0.000
    4.264  -56.4812     0.996     0.000
    4.285  -56.4811     0.996     0.000
    4.305  -56.4811     0.996     0.000
    4.326  -56.4811     0.996     0.000
    4.346  -56.4811     0.996     0.000
    4.366  -56.4811     0.996     0.000
    4.387  -56.4811     0.996     0.000
    4.407  -56.4811     0.992     0.000
    4.427  -56.4811     0.996     0.000
    4.448  -56.4810     0.992     0.000
    4.468  -56.4810     0.996     0.000
    4.488  -56.4810     0.996     0.000
    4.509  -56.4810     0.996     0.000
    4.529  -56.4810     0.996     0.000
    4.549  -56.4810     0.996     0.000
    4.570  -56.4809     0.996     0.000
    4.570  -56.5090     0.996     0.000
    4.590  -56.5090     0.996     0.000
    4.610  -56.5090     0.994     0.000
    4.631  -56.5090     0.994     0.000
    4.651  -56.5090     0.996     0.000
    4.671  -56.5090     0.996     0.000
    4.692  -56.5090     0.994     0.000
    4.712  -56.5090     0.996     0.000
    4.733  -56.5090     0.994     0.000
    4.753  -56.5091     0.996     0.000
    4.773  -56.5091     0.996     0.000
    4.794  -56.5091     0.996     0.000
    4.814  -56.5091     0.996     0.000
    4.834  -56.5091     0.994     0.000
    4.855  -56.5091     0.994     0.000
    4.875  -56.5092     0.994     0.000
    4.895  -56.5092     0.994     0.000
    4.916  -56.5092     0.996     0.000
    4.936  -56.5092     0.992     0.000
    4.956  -56.5092     0.994     0.000
 
# Band-Index:    6
    4.956  -56.5092     0.995     0.000
    4.936  -56.5092     0.996     0.000
    4.916  -56.5092     0.994     0.000
    4.895  -56.5092     0.996     0.000
    4.875  -56.5092     0.994     0.000
    4.855  -56.5091     0.996     0.000
    4.834  -56.5091     0.994     0.000
    4.814  -56.5091     0.994     0.000
    4.794  -56.5091     0.996     0.000
    4.773  -56.5091     0.994     0.000
    4.753  -56.5091     0.996     0.000
    4.733  -56.5090     0.994     0.000
    4.712  -56.5090     0.994     0.000
    4.692  -56.5090     0.996     0.000
    4.671  -56.5090     0.994     0.000
    4.651  -56.5090     0.994     0.000
    4.631  -56.5090     0.996     0.000
    4.610  -56.5090     0.994     0.000
    4.590  -56.5090     0.994     0.000
    4.570  -56.5090     0.994     0.000
    4.570  -56.4809     0.994     0.000
    4.549  -56.4810     0.996     0.000
    4.529  -56.4810     0.996     0.000
    4.509  -56.4810     0.996     0.000
    4.488  -56.4810     0.996     0.000
    4.468  -56.4810     0.996     0.000
    4.448  -56.4810     0.992     0.000
    4.427  -56.4811     0.996     0.000
    4.407  -56.4811     0.992     0.000
    4.387  -56.4811     0.996     0.000
    4.366  -56.4811     0.996     0.000
    4.346  -56.4811     0.996     0.000
    4.326  -56.4811     0.996     0.000
    4.305  -56.4811     0.996     0.000
    4.285  -56.4811     0.996     0.000
    4.264  -56.4812     0.996     0.000
    4.244  -56.4812     0.996     0.000
    4.224  -56.4812     0.992     0.000
    4.203  -56.4812     0.996     0.000
    4.183  -56.4812     0.996     0.000
    4.183  -56.5085     0.996     0.000
    4.142  -56.5085     0.996     0.000
    4.100  -56.5085     0.996     0.000
    4.059  -56.5086     0.996     0.000
    4.018  -56.5086     0.992     0.000
    3.976  -56.5086     0.996     0.000
    3.935  -56.5087     0.996     0.000
    3.893  -56.5087     0.996     0.000
    3.852  -56.5088     0.996     0.000
    3.811  -56.5089     0.996     0.000
    3.769  -56.5089     0.996     0.000
    3.728  -56.5090     0.994     0.000
    3.686  -56.5090     0.996     0.000
    3.645  -56.5091     0.996     0.000
    3.604  -56.5091     0.994     0.000
    3.562  -56.5092     0.996     0.000
    3.521  -56.5092     0.994     0.000
    3.480  -56.5092     0.994     0.000
    3.438  -56.5092     0.994     0.000
    3.397  -56.5092     0.995     0.000
    3.397  -56.5092     0.996     0.000
    3.368  -56.5069     0.992     0.000
    3.338  -56.5046     0.994     0.000
    3.309  -56.5023     0.994     0.000
    3.280  -56.5001     0.996     0.000
    3.250  -56.4979     0.996     0.000
    3.221  -56.4958     0.994     0.000
    3.192  -56.4938     0.994     0.000
    3.163  -56.4919     0.996     0.000
    3.133  -56.4901     0.996     0.000
    3.104  -56.4884     0.998     0.000
    3.075  -56.4869     0.996     0.000
    3.046  -56.4856     0.996     0.000
    3.016  -56.4844     0.996     0.000
    2.987  -56.4833     0.994     0.000
    2.958  -56.4825     0.996     0.000
    2.929  -56.4818     0.994     0.000
    2.899  -56.4813     0.996     0.000
    2.870  -56.4810     0.996     0.000
    2.841  -56.4809     0.996     0.000
    2.841  -56.4809     0.996     0.000
    2.812  -56.4832     0.996     0.000
    2.782  -56.4855     0.996     0.000
    2.753  -56.4877     0.996     0.000
    2.724  -56.4899     0.996     0.000
    2.695  -56.4920     0.992     0.000
    2.665  -56.4941     0.996     0.000
    2.636  -56.4960     0.992     0.000
    2.607  -56.4979     0.996     0.000
    2.577  -56.4996     0.996     0.000
    2.548  -56.5013     0.996     0.000
    2.519  -56.5027     0.992     0.000
    2.490  -56.5040     0.996     0.000
    2.460  -56.5052     0.996     0.000
    2.431  -56.5062     0.996     0.000
    2.402  -56.5070     0.992     0.000
    2.373  -56.5077     0.996     0.000
    2.343  -56.5081     0.992     0.000
    2.314  -56.5084     0.996     0.000
    2.285  -56.5085     0.998     0.000
    2.285  -56.5085     0.996     0.000
    2.265  -56.5085     0.996     0.000
    2.244  -56.5085     0.996     0.000
    2.224  -56.5085     0.992     0.000
    2.203  -56.5084     0.996     0.000
    2.183  -56.5084     0.992     0.000
    2.163  -56.5084     0.996     0.000
    2.142  -56.5084     0.996     0.000
    2.122  -56.5084     0.992     0.000
    2.102  -56.5084     0.996     0.000
    2.081  -56.5084     0.996     0.000
    2.061  -56.5083     0.992     0.000
    2.041  -56.5083     0.996     0.000
    2.020  -56.5083     0.996     0.000
    2.000  -56.5083     0.996     0.000
    1.980  -56.5083     0.996     0.000
    1.959  -56.5083     0.996     0.000
    1.939  -56.5083     0.996     0.000
    1.919  -56.5083     0.996     0.000
    1.898  -56.5083     0.996     0.000
    1.898  -56.5083     0.996     0.000
    1.857  -56.5083     0.992     0.000
    1.815  -56.5083     0.996     0.000
    1.774  -56.5083     0.992     0.000
    1.733  -56.5084     0.996     0.000
    1.691  -56.5084     0.996     0.000
    1.650  -56.5085     0.992     0.000
    1.609  -56.5085     0.996     0.000
    1.567  -56.5086     0.992     0.000
    1.526  -56.5086     0.996     0.000
    1.484  -56.5087     0.996     0.000
    1.443  -56.5087     0.996     0.000
    1.402  -56.5088     0.996     0.000
    1.360  -56.5088     0.992     0.000
    1.319  -56.5089     0.992     0.000
    1.277  -56.5089     0.992     0.000
    1.236  -56.5089     0.996     0.000
    1.195  -56.5090     0.996     0.000
    1.153  -56.5090     0.996     0.000
    1.112  -56.5090     0.994     0.000
    1.112  -56.5090     0.996     0.000
    1.083  -56.5072     0.992     0.000
    1.053  -56.5048     0.992     0.000
    1.024  -56.5026     0.996     0.000
    0.995  -56.5003     0.996     0.000
    0.966  -56.4981     0.992     0.000
    0.936  -56.4960     0.996     0.000
    0.907  -56.4940     0.996     0.000
    0.878  -56.4921     0.996     0.000
    0.849  -56.4903     0.996     0.000
    0.819  -56.4887     0.996     0.000
    0.790  -56.4872     0.992     0.000
    0.761  -56.4858     0.996     0.000
    0.732  -56.4846     0.996     0.000
    0.702  -56.4836     0.996     0.000
    0.673  -56.4827     0.992     0.000
    0.644  -56.4820     0.996     0.000
    0.614  -56.4816     0.996     0.000
    0.585  -56.4813     0.996     0.000
    0.556  -56.4812     0.996     0.000
    0.556  -56.4812     0.996     0.000
    0.527  -56.4830     0.992     0.000
    0.497  -56.4853     0.992     0.000
    0.468  -56.4875     0.992     0.000
    0.439  -56.4897     0.992     0.000
    0.410  -56.4918     0.992     0.000
    0.380  -56.4939     0.992     0.000
    0.351  -56.4958     0.992     0.000
    0.322  -56.4977     0.992     0.000
    0.293  -56.4994     0.992     0.000
    0.263  -56.5010     0.992     0.000
    0.234  -56.5025     0.992     0.000
    0.205  -56.5038     0.992     0.000
    0.176  -56.5050     0.992     0.000
    0.146  -56.5060     0.992     0.000
    0.117  -56.5068     0.992     0.000
    0.088  -56.5074     0.992     0.000
    0.059  -56.5079     0.992     0.000
    0.029  -56.5082     0.992     0.000
    0.000  -56.5083     0.996     0.000
 
# Band-Index:    7
    0.000  -56.4534     1.000     0.000
    0.029  -56.4535     1.000     0.000
    0.059  -56.4538     1.000     0.000
    0.088  -56.4542     1.000     0.000
    0.117  -56.4549     1.000     0.000
    0.146  -56.4557     1.000     0.000
    0.176  -56.4568     1.000     0.000
    0.205  -56.4579     1.000     0.000
    0.234  -56.4593     1.000     0.000
    0.263  -56.4608     1.000     0.000
    0.293  -56.4624     1.000     0.000
    0.322  -56.4641     1.000     0.000
    0.351  -56.4660     1.000     0.000
    0.380  -56.4680     1.000     0.000
    0.410  -56.4700     0.992     0.000
    0.439  -56.4722     0.992     0.000
    0.468  -56.4744     0.992     0.000
    0.497  -56.4766     0.992     0.000
    0.527  -56.4789     0.992     0.000
    0.556  -56.4807     0.996     0.000
    0.556  -56.4807     0.996     0.000
    0.585  -56.4808     0.996     0.000
    0.614  -56.4811     0.996     0.000
    0.644  -56.4816     0.996     0.000
    0.673  -56.4823     0.996     0.000
    0.702  -56.4831     0.996     0.000
    0.732  -56.4841     0.996     0.000
    0.761  -56.4853     0.996     0.000
    0.790  -56.4867     0.996     0.000
    0.819  -56.4882     0.996     0.000
    0.849  -56.4899     0.992     0.000
    0.878  -56.4916     0.996     0.000
    0.907  -56.4935     0.992     0.000
    0.936  -56.4956     0.996     0.000
    0.966  -56.4977     0.996     0.000
    0.995  -56.4998     0.992     0.000
    1.024  -56.5021     0.996     0.000
    1.053  -56.5043     0.996     0.000
    1.083  -56.5067     0.996     0.000
    1.112  -56.5090     0.994     0.000
    1.112  -56.5090     0.994     0.000
    1.153  -56.5048     0.992     0.000
