  #K-Path    Energy        Ti        Al        Ga
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    4.359  -33.2032     0.980     0.000     0.000
    4.379  -33.2032     0.980     0.000     0.000
    4.399  -33.2031     0.980     0.000     0.000
    4.419  -33.2031     0.980     0.000     0.000
    4.419  -33.1522     0.982     0.000     0.000
    4.439  -33.1522     0.982     0.000     0.000
    4.459  -33.1522     0.982     0.000     0.000
    4.478  -33.1521     0.982     0.000     0.000
    4.498  -33.1521     0.982     0.000     0.000
    4.518  -33.1521     0.982     0.000     0.000
    4.538  -33.1520     0.980     0.000     0.000
    4.558  -33.1519     0.984     0.000     0.000
    4.578  -33.1519     0.984     0.000     0.000
    4.598  -33.1518     0.984     0.000     0.000
    4.618  -33.1517     0.984     0.000     0.000
    4.638  -33.1516     0.982     0.000     0.000
    4.658  -33.1516     0.982     0.000     0.000
    4.678  -33.1515     0.982     0.000     0.000
    4.698  -33.1514     0.982     0.000     0.000
    4.718  -33.1513     0.982     0.000     0.000
    4.737  -33.1512     0.982     0.000     0.000
    4.757  -33.1512     0.982     0.000     0.000
    4.777  -33.1511     0.982     0.000     0.000
    4.797  -33.1511     0.982     0.000     0.000
 
# Band-Index:   14
    4.797  -33.1502     0.984     0.000     0.000
    4.777  -33.1502     0.984     0.000     0.000
    4.757  -33.1501     0.984     0.000     0.000
    4.737  -33.1501     0.984     0.000     0.000
    4.718  -33.1500     0.984     0.000     0.000
    4.698  -33.1499     0.984     0.000     0.000
    4.678  -33.1498     0.984     0.000     0.000
    4.658  -33.1498     0.984     0.000     0.000
    4.638  -33.1497     0.984     0.000     0.000
    4.618  -33.1496     0.982     0.000     0.000
    4.598  -33.1495     0.982     0.000     0.000
    4.578  -33.1495     0.982     0.000     0.000
    4.558  -33.1494     0.982     0.000     0.000
    4.538  -33.1494     0.982     0.000     0.000
    4.518  -33.1493     0.982     0.000     0.000
    4.498  -33.1493     0.982     0.000     0.000
    4.478  -33.1493     0.982     0.000     0.000
    4.459  -33.1492     0.982     0.000     0.000
    4.439  -33.1492     0.982     0.000     0.000
    4.419  -33.1492     0.982     0.000     0.000
    4.419  -33.2021     0.980     0.000     0.000
    4.399  -33.2021     0.980     0.000     0.000
    4.379  -33.2021     0.980     0.000     0.000
    4.359  -33.2021     0.980     0.000     0.000
    4.339  -33.2020     0.980     0.000     0.000
    4.319  -33.2020     0.980     0.000     0.000
    4.299  -33.2019     0.980     0.000     0.000
    4.279  -33.2019     0.980     0.000     0.000
    4.259  -33.2019     0.980     0.000     0.000
    4.239  -33.2018     0.980     0.000     0.000
    4.220  -33.2018     0.980     0.000     0.000
    4.200  -33.2017     0.980     0.000     0.000
    4.180  -33.2017     0.980     0.000     0.000
    4.160  -33.2017     0.980     0.000     0.000
    4.140  -33.2017     0.980     0.000     0.000
    4.120  -33.2016     0.980     0.000     0.000
    4.100  -33.2016     0.980     0.000     0.000
    4.080  -33.2016     0.980     0.000     0.000
    4.060  -33.2016     0.980     0.000     0.000
    4.040  -33.2016     0.980     0.000     0.000
    4.040  -33.2092     0.978     0.000     0.000
    4.000  -33.2088     0.978     0.000     0.000
    3.960  -33.2074     0.980     0.000     0.000
    3.920  -33.2052     0.978     0.000     0.000
    3.881  -33.2023     0.980     0.000     0.000
    3.841  -33.1992     0.978     0.000     0.000
    3.801  -33.1955     0.980     0.000     0.000
    3.761  -33.1914     0.980     0.000     0.000
    3.721  -33.1869     0.980     0.000     0.000
    3.681  -33.1822     0.978     0.000     0.000
    3.641  -33.1775     0.980     0.000     0.000
    3.601  -33.1727     0.980     0.000     0.000
    3.561  -33.1681     0.980     0.000     0.000
    3.521  -33.1638     0.982     0.000     0.000
    3.481  -33.1599     0.982     0.000     0.000
    3.442  -33.1566     0.982     0.000     0.000
    3.402  -33.1538     0.982     0.000     0.000
    3.362  -33.1518     0.984     0.000     0.000
    3.322  -33.1506     0.984     0.000     0.000
    3.282  -33.1502     0.984     0.000     0.000
    3.282  -33.1502     0.984     0.000     0.000
    3.254  -33.1504     0.982     0.000     0.000
    3.225  -33.1510     0.982     0.000     0.000
    3.197  -33.1523     0.982     0.000     0.000
    3.169  -33.1542     0.982     0.000     0.000
    3.141  -33.1569     0.982     0.000     0.000
    3.113  -33.1603     0.984     0.000     0.000
    3.084  -33.1642     0.982     0.000     0.000
    3.056  -33.1686     0.982     0.000     0.000
    3.028  -33.1732     0.982     0.000     0.000
    3.000  -33.1778     0.982     0.000     0.000
    2.971  -33.1823     0.982     0.000     0.000
    2.943  -33.1865     0.980     0.000     0.000
    2.915  -33.1904     0.980     0.000     0.000
    2.887  -33.1938     0.978     0.000     0.000
    2.859  -33.1967     0.980     0.000     0.000
    2.830  -33.1990     0.978     0.000     0.000
    2.802  -33.2007     0.980     0.000     0.000
    2.774  -33.2017     0.980     0.000     0.000
    2.746  -33.2021     0.980     0.000     0.000
    2.746  -33.2021     0.980     0.000     0.000
    2.717  -33.2021     0.978     0.000     0.000
    2.689  -33.2023     0.980     0.000     0.000
    2.661  -33.2025     0.980     0.000     0.000
    2.633  -33.2028     0.980     0.000     0.000
    2.604  -33.2032     0.982     0.000     0.000
    2.576  -33.2036     0.978     0.000     0.000
    2.548  -33.2041     0.978     0.000     0.000
    2.520  -33.2045     0.978     0.000     0.000
    2.492  -33.2050     0.980     0.000     0.000
    2.463  -33.2055     0.980     0.000     0.000
    2.435  -33.2060     0.978     0.000     0.000
    2.407  -33.2065     0.978     0.000     0.000
    2.379  -33.2069     0.978     0.000     0.000
    2.350  -33.2073     0.980     0.000     0.000
    2.322  -33.2076     0.978     0.000     0.000
    2.294  -33.2078     0.980     0.000     0.000
    2.266  -33.2080     0.980     0.000     0.000
    2.238  -33.2088     0.980     0.000     0.000
    2.209  -33.2092     0.980     0.000     0.000
    2.209  -33.2092     0.980     0.000     0.000
    2.189  -33.2092     0.980     0.000     0.000
    2.170  -33.2092     0.980     0.000     0.000
    2.150  -33.2093     0.978     0.000     0.000
    2.130  -33.2093     0.978     0.000     0.000
    2.110  -33.2093     0.978     0.000     0.000
    2.090  -33.2094     0.978     0.000     0.000
    2.070  -33.2094     0.978     0.000     0.000
    2.050  -33.2095     0.978     0.000     0.000
    2.030  -33.2095     0.978     0.000     0.000
    2.010  -33.2096     0.978     0.000     0.000
    1.990  -33.2096     0.978     0.000     0.000
    1.970  -33.2097     0.978     0.000     0.000
    1.950  -33.2097     0.978     0.000     0.000
    1.930  -33.2097     0.978     0.000     0.000
    1.911  -33.2098     0.978     0.000     0.000
    1.891  -33.2098     0.978     0.000     0.000
    1.871  -33.2098     0.978     0.000     0.000
    1.851  -33.2098     0.978     0.000     0.000
    1.831  -33.2098     0.978     0.000     0.000
    1.831  -33.2098     0.976     0.000     0.000
    1.791  -33.2094     0.978     0.000     0.000
    1.751  -33.2080     0.980     0.000     0.000
    1.711  -33.2058     0.980     0.000     0.000
    1.671  -33.2028     0.980     0.000     0.000
    1.631  -33.1990     0.978     0.000     0.000
    1.591  -33.1949     0.980     0.000     0.000
    1.551  -33.1907     0.978     0.000     0.000
    1.512  -33.1863     0.980     0.000     0.000
    1.472  -33.1816     0.982     0.000     0.000
    1.432  -33.1767     0.980     0.000     0.000
    1.392  -33.1720     0.980     0.000     0.000
    1.352  -33.1673     0.980     0.000     0.000
    1.312  -33.1630     0.980     0.000     0.000
    1.272  -33.1591     0.980     0.000     0.000
    1.232  -33.1557     0.984     0.000     0.000
    1.192  -33.1529     0.984     0.000     0.000
    1.152  -33.1509     0.982     0.000     0.000
    1.112  -33.1496     0.982     0.000     0.000
    1.072  -33.1492     0.982     0.000     0.000
    1.072  -33.1492     0.982     0.000     0.000
    1.044  -33.1494     0.982     0.000     0.000
    1.016  -33.1501     0.984     0.000     0.000
    0.988  -33.1514     0.982     0.000     0.000
    0.960  -33.1533     0.984     0.000     0.000
    0.931  -33.1560     0.982     0.000     0.000
    0.903  -33.1595     0.980     0.000     0.000
    0.875  -33.1635     0.982     0.000     0.000
    0.847  -33.1679     0.982     0.000     0.000
    0.818  -33.1725     0.984     0.000     0.000
    0.790  -33.1772     0.980     0.000     0.000
    0.762  -33.1817     0.982     0.000     0.000
    0.734  -33.1859     0.980     0.000     0.000
    0.706  -33.1898     0.980     0.000     0.000
    0.677  -33.1932     0.980     0.000     0.000
    0.649  -33.1962     0.980     0.000     0.000
    0.621  -33.1985     0.978     0.000     0.000
    0.593  -33.2002     0.980     0.000     0.000
    0.564  -33.2012     0.980     0.000     0.000
    0.536  -33.2016     0.980     0.000     0.000
    0.536  -33.2016     0.980     0.000     0.000
    0.508  -33.2016     0.978     0.000     0.000
    0.480  -33.2018     0.978     0.000     0.000
    0.452  -33.2020     0.980     0.000     0.000
    0.423  -33.2023     0.980     0.000     0.000
    0.395  -33.2026     0.978     0.000     0.000
    0.367  -33.2031     0.978     0.000     0.000
    0.339  -33.2035     0.980     0.000     0.000
    0.310  -33.2040     0.980     0.000     0.000
    0.282  -33.2045     0.978     0.000     0.000
    0.254  -33.2050     0.978     0.000     0.000
    0.226  -33.2054     0.978     0.000     0.000
    0.198  -33.2059     0.980     0.000     0.000
    0.169  -33.2063     0.980     0.000     0.000
    0.141  -33.2066     0.978     0.000     0.000
    0.113  -33.2069     0.980     0.000     0.000
    0.085  -33.2072     0.978     0.000     0.000
    0.056  -33.2083     0.978     0.000     0.000
    0.028  -33.2094     0.978     0.000     0.000
    0.000  -33.2098     0.978     0.000     0.000
 
# Band-Index:   15
    0.000  -33.2075     0.980     0.000     0.000
    0.028  -33.2075     0.978     0.000     0.000
    0.056  -33.2074     0.980     0.000     0.000
    0.085  -33.2065     0.980     0.000     0.000
    0.113  -33.2039     0.980     0.000     0.000
    0.141  -33.2007     0.980     0.000     0.000
    0.169  -33.1969     0.980     0.000     0.000
    0.198  -33.1926     0.980     0.000     0.000
    0.226  -33.1879     0.978     0.000     0.000
    0.254  -33.1828     0.980     0.000     0.000
    0.282  -33.1776     0.982     0.000     0.000
    0.310  -33.1722     0.982     0.000     0.000
    0.339  -33.1669     0.982     0.000     0.000
    0.367  -33.1619     0.982     0.000     0.000
    0.395  -33.1585     0.978     0.000     0.000
    0.423  -33.1588     0.980     0.000     0.000
    0.452  -33.1591     0.978     0.000     0.000
    0.480  -33.1593     0.978     0.000     0.000
    0.508  -33.1594     0.978     0.000     0.000
    0.536  -33.1595     0.980     0.000     0.000
    0.536  -33.1595     0.980     0.000     0.000
    0.564  -33.1591     0.980     0.000     0.000
    0.593  -33.1579     0.980     0.000     0.000
    0.621  -33.1559     0.978     0.000     0.000
    0.649  -33.1532     0.978     0.000     0.000
    0.677  -33.1498     0.978     0.000     0.000
    0.706  -33.1457     0.980     0.000     0.000
    0.734  -33.1443     0.984     0.000     0.000
    0.762  -33.1441     0.984     0.000     0.000
    0.790  -33.1438     0.982     0.000     0.000
    0.818  -33.1434     0.984     0.000     0.000
    0.847  -33.1429     0.986     0.000     0.000
    0.875  -33.1422     0.984     0.000     0.000
    0.903  -33.1414     0.984     0.000     0.000
    0.931  -33.1403     0.982     0.000     0.000
    0.960  -33.1390     0.984     0.000     0.000
    0.988  -33.1377     0.984     0.000     0.000
    1.016  -33.1365     0.984     0.000     0.000
    1.044  -33.1357     0.986     0.000     0.000
    1.072  -33.1354     0.984     0.000     0.000
    1.072  -33.1354     0.984     0.000     0.000
    1.112  -33.1360     0.986     0.000     0.000
    1.152  -33.1377     0.984     0.000     0.000
    1.192  -33.1405     0.982     0.000     0.000
    1.232  -33.1443     0.982     0.000     0.000
    1.272  -33.1489     0.986     0.000     0.000
    1.312  -33.1541     0.984     0.000     0.000
    1.352  -33.1598     0.984     0.000     0.000
    1.392  -33.1658     0.984     0.000     0.000
    1.432  -33.1720     0.980     0.000     0.000
    1.472  -33.1781     0.984     0.000     0.000
    1.512  -33.1839     0.978     0.000     0.000
    1.551  -33.1895     0.980     0.000     0.000
    1.591  -33.1945     0.978     0.000     0.000
    1.631  -33.1985     0.978     0.000     0.000
    1.671  -33.2017     0.980     0.000     0.000
    1.711  -33.2042     0.978     0.000     0.000
    1.751  -33.2060     0.980     0.000     0.000
    1.791  -33.2071     0.980     0.000     0.000
    1.831  -33.2075     0.980     0.000     0.000
    1.831  -33.2075     0.978     0.000     0.000
    1.851  -33.2075     0.978     0.000     0.000
    1.871  -33.2075     0.980     0.000     0.000
    1.891  -33.2076     0.980     0.000     0.000
    1.911  -33.2076     0.980     0.000     0.000
    1.930  -33.2076     0.980     0.000     0.000
    1.950  -33.2076     0.980     0.000     0.000
    1.970  -33.2077     0.978     0.000     0.000
    1.990  -33.2077     0.980     0.000     0.000
    2.010  -33.2078     0.980     0.000     0.000
    2.030  -33.2078     0.980     0.000     0.000
    2.050  -33.2079     0.980     0.000     0.000
    2.070  -33.2079     0.980     0.000     0.000
    2.090  -33.2080     0.980     0.000     0.000
    2.110  -33.2080     0.980     0.000     0.000
    2.130  -33.2080     0.980     0.000     0.000
    2.150  -33.2081     0.980     0.000     0.000
    2.170  -33.2081     0.980     0.000     0.000
    2.189  -33.2081     0.980     0.000     0.000
    2.209  -33.2081     0.978     0.000     0.000
    2.209  -33.2081     0.978     0.000     0.000
    2.238  -33.2081     0.980     0.000     0.000
    2.266  -33.2077     0.980     0.000     0.000
    2.294  -33.2058     0.976     0.000     0.000
    2.322  -33.2033     0.980     0.000     0.000
    2.350  -33.2001     0.980     0.000     0.000
    2.379  -33.1963     0.980     0.000     0.000
    2.407  -33.1920     0.980     0.000     0.000
    2.435  -33.1872     0.980     0.000     0.000
    2.463  -33.1821     0.980     0.000     0.000
