  #K-Path    Energy        Ti        Ga        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    3.442  -56.5362     0.996     0.000     0.000
    3.400  -56.5362     0.996     0.000     0.000
    3.400  -56.5362     0.996     0.000     0.000
    3.371  -56.5382     0.992     0.000     0.000
    3.342  -56.5406     0.992     0.000     0.000
    3.313  -56.5429     0.992     0.000     0.000
    3.283  -56.5451     0.992     0.000     0.000
    3.254  -56.5473     0.992     0.000     0.000
    3.225  -56.5494     0.992     0.000     0.000
    3.195  -56.5514     0.992     0.000     0.000
    3.166  -56.5533     0.992     0.000     0.000
    3.137  -56.5551     0.992     0.000     0.000
    3.107  -56.5568     0.992     0.000     0.000
    3.078  -56.5583     0.992     0.000     0.000
    3.049  -56.5596     0.992     0.000     0.000
    3.020  -56.5608     0.992     0.000     0.000
    2.990  -56.5619     0.992     0.000     0.000
    2.961  -56.5627     0.992     0.000     0.000
    2.932  -56.5634     0.992     0.000     0.000
    2.902  -56.5639     0.992     0.000     0.000
    2.873  -56.5642     0.992     0.000     0.000
    2.844  -56.5643     0.992     0.000     0.000
    2.844  -56.5643     0.992     0.000     0.000
    2.815  -56.5621     0.992     0.000     0.000
    2.785  -56.5598     0.992     0.000     0.000
    2.756  -56.5574     0.992     0.000     0.000
    2.727  -56.5551     0.992     0.000     0.000
    2.697  -56.5529     0.992     0.000     0.000
    2.668  -56.5507     0.992     0.000     0.000
    2.639  -56.5486     0.992     0.000     0.000
    2.610  -56.5467     0.992     0.000     0.000
    2.580  -56.5448     0.992     0.000     0.000
    2.551  -56.5431     0.992     0.000     0.000
    2.522  -56.5416     0.992     0.000     0.000
    2.492  -56.5402     0.992     0.000     0.000
    2.463  -56.5389     0.992     0.000     0.000
    2.434  -56.5379     0.992     0.000     0.000
    2.405  -56.5370     0.992     0.000     0.000
    2.375  -56.5363     0.992     0.000     0.000
    2.346  -56.5358     0.992     0.000     0.000
    2.317  -56.5355     0.992     0.000     0.000
    2.287  -56.5354     0.996     0.000     0.000
    2.287  -56.5354     0.996     0.000     0.000
    2.267  -56.5355     0.992     0.000     0.000
    2.247  -56.5355     0.992     0.000     0.000
    2.226  -56.5355     0.996     0.000     0.000
    2.206  -56.5355     0.996     0.000     0.000
    2.185  -56.5355     0.992     0.000     0.000
    2.165  -56.5355     0.996     0.000     0.000
    2.145  -56.5356     0.996     0.000     0.000
    2.124  -56.5356     0.996     0.000     0.000
    2.104  -56.5356     0.996     0.000     0.000
    2.083  -56.5356     0.992     0.000     0.000
    2.063  -56.5356     0.996     0.000     0.000
    2.043  -56.5356     0.996     0.000     0.000
    2.022  -56.5356     0.996     0.000     0.000
    2.002  -56.5356     0.992     0.000     0.000
    1.982  -56.5357     0.996     0.000     0.000
    1.961  -56.5357     0.996     0.000     0.000
    1.941  -56.5357     0.996     0.000     0.000
    1.920  -56.5357     0.996     0.000     0.000
    1.900  -56.5357     0.992     0.000     0.000
    1.900  -56.5357     0.996     0.000     0.000
    1.859  -56.5357     0.996     0.000     0.000
    1.817  -56.5357     0.996     0.000     0.000
    1.776  -56.5357     0.996     0.000     0.000
    1.734  -56.5357     0.996     0.000     0.000
    1.693  -56.5358     0.996     0.000     0.000
    1.651  -56.5358     0.996     0.000     0.000
    1.610  -56.5359     0.996     0.000     0.000
    1.569  -56.5360     0.996     0.000     0.000
    1.527  -56.5360     0.996     0.000     0.000
    1.486  -56.5361     0.996     0.000     0.000
    1.444  -56.5361     0.996     0.000     0.000
    1.403  -56.5362     0.996     0.000     0.000
    1.362  -56.5362     0.996     0.000     0.000
    1.320  -56.5363     0.996     0.000     0.000
    1.279  -56.5363     0.996     0.000     0.000
    1.237  -56.5364     0.996     0.000     0.000
    1.196  -56.5364     0.996     0.000     0.000
    1.154  -56.5364     0.996     0.000     0.000
    1.113  -56.5364     0.992     0.000     0.000
    1.113  -56.5364     0.996     0.000     0.000
    1.084  -56.5380     0.992     0.000     0.000
    1.054  -56.5403     0.992     0.000     0.000
    1.025  -56.5426     0.992     0.000     0.000
    0.996  -56.5449     0.992     0.000     0.000
    0.967  -56.5470     0.992     0.000     0.000
    0.937  -56.5491     0.992     0.000     0.000
    0.908  -56.5512     0.992     0.000     0.000
    0.879  -56.5531     0.992     0.000     0.000
    0.849  -56.5549     0.992     0.000     0.000
    0.820  -56.5565     0.992     0.000     0.000
    0.791  -56.5580     0.992     0.000     0.000
    0.762  -56.5594     0.992     0.000     0.000
    0.732  -56.5606     0.992     0.000     0.000
    0.703  -56.5616     0.992     0.000     0.000
    0.674  -56.5625     0.992     0.000     0.000
    0.644  -56.5631     0.992     0.000     0.000
    0.615  -56.5636     0.992     0.000     0.000
    0.586  -56.5639     0.992     0.000     0.000
    0.556  -56.5640     0.992     0.000     0.000
    0.556  -56.5640     0.992     0.000     0.000
    0.527  -56.5619     0.992     0.000     0.000
    0.498  -56.5595     0.992     0.000     0.000
    0.469  -56.5572     0.992     0.000     0.000
    0.439  -56.5549     0.992     0.000     0.000
    0.410  -56.5526     0.992     0.000     0.000
    0.381  -56.5505     0.992     0.000     0.000
    0.351  -56.5484     0.992     0.000     0.000
    0.322  -56.5464     0.992     0.000     0.000
    0.293  -56.5446     0.992     0.000     0.000
    0.264  -56.5429     0.992     0.000     0.000
    0.234  -56.5413     0.992     0.000     0.000
    0.205  -56.5399     0.992     0.000     0.000
    0.176  -56.5387     0.992     0.000     0.000
    0.146  -56.5376     0.992     0.000     0.000
    0.117  -56.5368     0.992     0.000     0.000
    0.088  -56.5361     0.992     0.000     0.000
    0.059  -56.5356     0.992     0.000     0.000
    0.029  -56.5356     0.992     0.000     0.000
    0.000  -56.5357     0.992     0.000     0.000
 
# Band-Index:    5
    0.000  -56.5352     0.992     0.000     0.000
    0.029  -56.5353     0.992     0.000     0.000
    0.059  -56.5353     0.992     0.000     0.000
    0.088  -56.5348     0.992     0.000     0.000
    0.117  -56.5342     0.992     0.000     0.000
    0.146  -56.5333     0.992     0.000     0.000
    0.176  -56.5323     0.992     0.000     0.000
    0.205  -56.5311     0.992     0.000     0.000
    0.234  -56.5298     0.992     0.000     0.000
    0.264  -56.5283     0.992     0.000     0.000
    0.293  -56.5267     0.992     0.000     0.000
    0.322  -56.5249     0.992     0.000     0.000
    0.351  -56.5231     0.992     0.000     0.000
    0.381  -56.5211     0.992     0.000     0.000
    0.410  -56.5190     0.992     0.000     0.000
    0.439  -56.5169     0.992     0.000     0.000
    0.469  -56.5146     0.992     0.000     0.000
    0.498  -56.5124     0.992     0.000     0.000
    0.527  -56.5101     0.992     0.000     0.000
    0.556  -56.5081     0.992     0.000     0.000
    0.556  -56.5081     0.992     0.000     0.000
    0.586  -56.5082     0.992     0.000     0.000
    0.615  -56.5085     0.992     0.000     0.000
    0.644  -56.5089     0.992     0.000     0.000
    0.674  -56.5096     0.992     0.000     0.000
    0.703  -56.5105     0.992     0.000     0.000
    0.732  -56.5115     0.992     0.000     0.000
    0.762  -56.5127     0.992     0.000     0.000
    0.791  -56.5141     0.992     0.000     0.000
    0.820  -56.5157     0.992     0.000     0.000
    0.849  -56.5173     0.992     0.000     0.000
    0.879  -56.5191     0.992     0.000     0.000
    0.908  -56.5211     0.992     0.000     0.000
    0.937  -56.5231     0.992     0.000     0.000
    0.967  -56.5252     0.992     0.000     0.000
    0.996  -56.5274     0.992     0.000     0.000
    1.025  -56.5297     0.992     0.000     0.000
    1.054  -56.5320     0.992     0.000     0.000
    1.084  -56.5343     0.992     0.000     0.000
    1.113  -56.5359     0.992     0.000     0.000
    1.113  -56.5359     0.992     0.000     0.000
    1.154  -56.5359     0.996     0.000     0.000
    1.196  -56.5359     0.996     0.000     0.000
    1.237  -56.5359     0.996     0.000     0.000
    1.279  -56.5358     0.996     0.000     0.000
    1.320  -56.5358     0.996     0.000     0.000
    1.362  -56.5357     0.996     0.000     0.000
    1.403  -56.5357     0.996     0.000     0.000
    1.444  -56.5356     0.996     0.000     0.000
    1.486  -56.5356     0.996     0.000     0.000
    1.527  -56.5355     0.996     0.000     0.000
    1.569  -56.5355     0.996     0.000     0.000
    1.610  -56.5354     0.996     0.000     0.000
    1.651  -56.5353     0.996     0.000     0.000
    1.693  -56.5353     0.996     0.000     0.000
    1.734  -56.5353     0.996     0.000     0.000
    1.776  -56.5352     0.996     0.000     0.000
    1.817  -56.5352     0.996     0.000     0.000
    1.859  -56.5352     0.996     0.000     0.000
    1.900  -56.5352     0.996     0.000     0.000
    1.900  -56.5352     0.996     0.000     0.000
    1.920  -56.5352     0.996     0.000     0.000
    1.941  -56.5352     0.996     0.000     0.000
    1.961  -56.5352     0.996     0.000     0.000
    1.982  -56.5352     0.996     0.000     0.000
    2.002  -56.5352     0.996     0.000     0.000
    2.022  -56.5352     0.996     0.000     0.000
    2.043  -56.5352     0.996     0.000     0.000
    2.063  -56.5352     0.996     0.000     0.000
    2.083  -56.5352     0.996     0.000     0.000
    2.104  -56.5353     0.996     0.000     0.000
    2.124  -56.5353     0.996     0.000     0.000
    2.145  -56.5353     0.996     0.000     0.000
    2.165  -56.5353     0.996     0.000     0.000
    2.185  -56.5353     0.996     0.000     0.000
    2.206  -56.5353     0.996     0.000     0.000
    2.226  -56.5354     0.996     0.000     0.000
    2.247  -56.5354     0.996     0.000     0.000
    2.267  -56.5354     0.992     0.000     0.000
    2.287  -56.5354     0.992     0.000     0.000
    2.287  -56.5354     0.996     0.000     0.000
    2.317  -56.5353     0.992     0.000     0.000
    2.346  -56.5351     0.992     0.000     0.000
    2.375  -56.5346     0.992     0.000     0.000
    2.405  -56.5339     0.992     0.000     0.000
    2.434  -56.5331     0.992     0.000     0.000
    2.463  -56.5321     0.992     0.000     0.000
    2.492  -56.5309     0.992     0.000     0.000
    2.522  -56.5296     0.992     0.000     0.000
    2.551  -56.5281     0.992     0.000     0.000
    2.580  -56.5265     0.992     0.000     0.000
    2.610  -56.5247     0.992     0.000     0.000
    2.639  -56.5228     0.992     0.000     0.000
    2.668  -56.5209     0.992     0.000     0.000
    2.697  -56.5188     0.992     0.000     0.000
    2.727  -56.5166     0.992     0.000     0.000
    2.756  -56.5144     0.992     0.000     0.000
    2.785  -56.5122     0.992     0.000     0.000
    2.815  -56.5099     0.992     0.000     0.000
    2.844  -56.5078     0.992     0.000     0.000
    2.844  -56.5078     0.992     0.000     0.000
    2.873  -56.5079     0.992     0.000     0.000
    2.902  -56.5082     0.992     0.000     0.000
    2.932  -56.5087     0.992     0.000     0.000
    2.961  -56.5094     0.992     0.000     0.000
    2.990  -56.5103     0.992     0.000     0.000
    3.020  -56.5113     0.992     0.000     0.000
    3.049  -56.5125     0.992     0.000     0.000
    3.078  -56.5139     0.992     0.000     0.000
    3.107  -56.5154     0.992     0.000     0.000
    3.137  -56.5171     0.992     0.000     0.000
    3.166  -56.5189     0.992     0.000     0.000
    3.195  -56.5208     0.992     0.000     0.000
    3.225  -56.5229     0.992     0.000     0.000
    3.254  -56.5250     0.992     0.000     0.000
    3.283  -56.5272     0.992     0.000     0.000
    3.313  -56.5294     0.992     0.000     0.000
    3.342  -56.5318     0.992     0.000     0.000
    3.371  -56.5341     0.992     0.000     0.000
    3.400  -56.5361     0.996     0.000     0.000
    3.400  -56.5361     0.996     0.000     0.000
    3.442  -56.5361     0.996     0.000     0.000
    3.483  -56.5361     0.996     0.000     0.000
    3.525  -56.5361     0.996     0.000     0.000
    3.566  -56.5361     0.996     0.000     0.000
    3.607  -56.5360     0.996     0.000     0.000
    3.649  -56.5360     0.996     0.000     0.000
    3.690  -56.5359     0.996     0.000     0.000
    3.732  -56.5359     0.996     0.000     0.000
    3.773  -56.5358     0.996     0.000     0.000
    3.815  -56.5358     0.996     0.000     0.000
    3.856  -56.5357     0.996     0.000     0.000
    3.897  -56.5356     0.996     0.000     0.000
    3.939  -56.5356     0.996     0.000     0.000
    3.980  -56.5355     0.996     0.000     0.000
    4.022  -56.5355     0.996     0.000     0.000
    4.063  -56.5355     0.996     0.000     0.000
    4.105  -56.5354     0.996     0.000     0.000
    4.146  -56.5354     0.996     0.000     0.000
    4.187  -56.5354     0.996     0.000     0.000
    4.187  -56.5081     0.992     0.000     0.000
    4.208  -56.5081     0.992     0.000     0.000
    4.228  -56.5081     0.992     0.000     0.000
    4.249  -56.5081     0.992     0.000     0.000
    4.269  -56.5081     0.992     0.000     0.000
    4.289  -56.5080     0.992     0.000     0.000
    4.310  -56.5080     0.992     0.000     0.000
    4.330  -56.5080     0.992     0.000     0.000
    4.350  -56.5080     0.992     0.000     0.000
    4.371  -56.5080     0.992     0.000     0.000
    4.391  -56.5080     0.992     0.000     0.000
    4.412  -56.5080     0.992     0.000     0.000
    4.432  -56.5080     0.992     0.000     0.000
    4.452  -56.5079     0.992     0.000     0.000
    4.473  -56.5079     0.992     0.000     0.000
    4.493  -56.5079     0.992     0.000     0.000
    4.514  -56.5079     0.992     0.000     0.000
    4.534  -56.5079     0.992     0.000     0.000
    4.554  -56.5079     0.992     0.000     0.000
    4.575  -56.5078     0.992     0.000     0.000
    4.575  -56.5359     0.996     0.000     0.000
    4.595  -56.5359     0.996     0.000     0.000
    4.616  -56.5359     0.992     0.000     0.000
    4.636  -56.5359     0.996     0.000     0.000
    4.656  -56.5359     0.996     0.000     0.000
    4.677  -56.5359     0.996     0.000     0.000
    4.697  -56.5359     0.992     0.000     0.000
    4.717  -56.5359     0.996     0.000     0.000
    4.738  -56.5360     0.992     0.000     0.000
    4.758  -56.5360     0.996     0.000     0.000
    4.779  -56.5360     0.996     0.000     0.000
    4.799  -56.5360     0.996     0.000     0.000
    4.819  -56.5360     0.992     0.000     0.000
    4.840  -56.5360     0.992     0.000     0.000
    4.860  -56.5361     0.996     0.000     0.000
    4.881  -56.5361     0.996     0.000     0.000
    4.901  -56.5361     0.996     0.000     0.000
    4.921  -56.5361     0.992     0.000     0.000
    4.942  -56.5361     0.996     0.000     0.000
